FIRE_ID,LATITUDE,LONGITUDE,IGN_DATE,SIZE_HA,OBJECTID
1288,50.9429,-119.1125,20170723000000,0.009,347
1299,50.8432,-118.4971,20170719000000,0.009,348
1337,51.1635,-118.7462,20170725000000,0.009,349
1387,50.7532,-119.5963,20170727000000,0.800,350
1399,51.3864,-118.7389,20170728000000,0.200,351
1421,51.1793,-118.9355,20170729000000,0.009,352
145,50.2926,-118.9830,20170523000000,4.700,353
147,50.2187,-119.1944,20170523000000,1.000,354
278,50.4300,-119.6194,20170606000000,0.100,355
345,50.1901,-119.3329,20170622000000,0.009,356
386,49.9936,-119.3315,20170625000000,0.009,357
398,50.0592,-119.2224,20170625000000,0.009,358
849,50.1112,-119.3159,20170708000000,0.400,359
867,50.4212,-119.6813,20170708000000,0.600,360
868,50.4305,-119.6804,20170708000000,0.009,361
871,50.4472,-119.6615,20170708000000,0.009,362
1004,50.0332,-119.3451,20170711000000,0.009,363
1118,50.0233,-119.4363,20170715000000,55.000,364
1295,50.4997,-119.6893,20170723000000,0.100,365
1296,50.5107,-119.7084,20170723000000,0.010,366
1309,50.3882,-118.7738,20170723000000,0.009,367
86,49.5062,-119.5148,20170506000000,0.009,368
119,49.0224,-119.5066,20170520000000,0.009,369
135,50.0115,-119.3986,20170523000000,0.009,370
171,49.4176,-119.8238,20170527000000,0.009,371
314,49.9478,-119.5005,20170613000000,2.000,372
359,49.6835,-119.7247,20170623000000,0.009,373
364,49.7161,-119.8026,20170624000000,0.530,374
392,49.4157,-119.5727,20170625000000,0.630,375
434,49.1914,-119.7255,20170627000000,116.000,376
588,49.3777,-119.5803,20170704000000,6.500,377
630,49.1839,-119.7853,20170706000000,1.200,378
1017,49.7191,-119.7614,20170711000000,0.009,379
1123,49.7702,-119.9695,20170715000000,0.009,380
1146,49.8759,-119.7052,20170716000000,0.009,381
1197,50.1398,-119.7901,20170719000000,1.000,382
1211,49.5078,-119.6356,20170720000000,0.500,383
1316,49.5817,-119.7735,20170724000000,0.300,384
1327,50.1141,-119.8249,20170724000000,0.190,385
1406,48.8531,-120.3986,20170728000000,0.009,386
1418,49.5567,-119.5665,20170729000000,0.200,387
1448,49.9061,-119.4790,20170730000000,0.700,388
45,50.1488,-120.8770,20170422000000,0.600,389
227,49.9379,-120.7222,20170530000000,0.009,390
384,50.2946,-120.3096,20170625000000,0.009,391
429,49.8000,-120.7850,20170627000000,0.100,392
457,50.1343,-121.0182,20170629000000,0.100,393
599,49.3931,-120.4935,20170704000000,0.009,394
643,49.5722,-120.5787,20170707000000,3300.000,395
669,49.6602,-121.0171,20170707000000,0.200,396
852,49.5652,-120.1427,20170708000000,1.000,397
865,50.1033,-121.0434,20170708000000,0.009,398
907,50.0195,-120.8140,20170708000000,0.600,399
913,50.0698,-120.6487,20170709000000,0.009,400
953,49.3395,-120.0551,20170709000000,2.100,401
1062,49.5699,-120.1379,20170713000000,0.009,402
1417,49.8974,-120.9132,20170729000000,0.100,403
1,50.2925,-121.6444,20170401000000,8.700,404
21,50.2691,-121.5977,20170411000000,0.300,405
22,50.2699,-121.5989,20170414000000,0.070,406
111,50.2818,-121.6161,20170518000000,0.100,407
149,50.1065,-121.5541,20170523000000,0.009,408
181,50.5961,-121.7907,20170528000000,30.000,409
188,50.2565,-121.4093,20170528000000,6.000,410
348,50.2269,-121.5804,20170623000000,0.200,411
350,50.8405,-121.8623,20170623000000,0.100,412
450,50.1218,-121.7403,20170628000000,0.050,413
469,50.6711,-121.9582,20170630000000,0.009,414
1205,50.6880,-121.9373,20170720000000,1.000,415
1366,50.3363,-121.3969,20170726000000,20.000,416
106,49.7974,-115.7767,20170513000000,0.300,417
117,49.8165,-115.6314,20170520000000,0.009,418
244,49.6846,-115.6387,20170604000000,0.002,419
304,49.6284,-115.7425,20170610000000,1.000,420
382,49.7106,-115.1804,20170625000000,34.140,421
431,49.7674,-115.8322,20170627000000,0.100,422
433,49.8219,-115.7593,20170627000000,0.045,423
446,49.5546,-115.9558,20170628000000,0.250,424
477,50.0834,-114.9196,20170701000000,0.009,425
485,49.9898,-114.9685,20170701000000,0.010,426
496,49.6466,-115.8893,20170701000000,0.010,427
505,49.9864,-114.9321,20170702000000,0.009,428
508,49.6012,-115.7493,20170702000000,4.100,429
534,49.0797,-115.2295,20170702000000,0.200,430
802,49.3112,-115.3552,20170708000000,0.009,431
914,49.4894,-115.8501,20170709000000,0.062,432
1009,49.8115,-115.9452,20170711000000,0.040,433
1057,49.3230,-116.0675,20170713000000,0.800,434
1069,49.3013,-115.3940,20170713000000,0.030,435
1098,49.6032,-115.8558,20170714000000,0.009,436
1163,49.5536,-115.5381,20170717000000,0.300,437
1189,49.3257,-114.6246,20170719000000,10.500,438
1342,49.2052,-115.2535,20170725000000,0.009,439
1347,49.0326,-115.5429,20170725000000,39.000,440
1416,49.2263,-115.9082,20170729000000,0.010,441
110,49.9360,-115.7480,20170516000000,0.009,442
118,50.5351,-116.1018,20170520000000,0.300,443
162,50.1260,-115.8150,20170526000000,0.020,444
235,50.1716,-115.8835,20170602000000,0.830,445
240,50.1396,-115.9649,20170603000000,0.200,446
297,50.1284,-115.8876,20170608000000,0.009,447
436,50.7212,-116.0519,20170627000000,0.010,448
437,50.3510,-115.5906,20170627000000,0.009,449
470,50.1039,-115.7947,20170701000000,0.010,450
506,50.7341,-116.1674,20170702000000,0.010,451
514,50.2717,-115.6560,20170702000000,0.020,452
520,50.1501,-115.6781,20170702000000,0.010,453
576,50.2029,-115.7205,20170703000000,0.009,454
583,50.4087,-115.6597,20170704000000,0.130,455
587,50.1530,-115.6637,20170704000000,4.400,456
628,50.4752,-115.6479,20170706000000,0.700,457
972,50.7118,-116.0327,20170710000000,0.009,458
976,50.9287,-116.6728,20170710000000,0.020,459
982,49.9560,-115.9427,20170710000000,0.009,460
1013,50.2341,-115.9066,20170711000000,0.009,461
1028,50.2503,-115.6667,20170712000000,0.100,462
1029,49.9723,-115.7469,20170712000000,1.000,463
1135,50.5305,-116.1481,20170716000000,0.020,464
1173,50.9893,-115.8298,20170715000000,4833.000,465
1215,51.1097,-116.8225,20170720000000,0.009,466
1227,51.1421,-116.9974,20170720000000,1.100,467
1235,50.8073,-116.1896,20170720000000,0.009,468
1322,50.1187,-115.8121,20170724000000,0.009,469
1341,50.1207,-115.6892,20170725000000,0.010,470
1349,50.1685,-115.2449,20170725000000,2.900,471
1350,50.2274,-115.4489,20170725000000,0.160,472
1371,50.1251,-115.4399,20170726000000,0.010,473
1402,50.2993,-115.7263,20170728000000,0.800,474
1420,50.3195,-115.2307,20170729000000,280.000,475
1451,50.0209,-115.7533,20170730000000,150.000,476
31,51.3226,-117.0155,20170417000000,0.009,477
190,51.0294,-118.2577,20170529000000,0.150,478
324,50.9072,-118.2008,20170616000000,0.020,479
403,51.8181,-118.6872,20170626000000,0.150,480
440,51.1618,-116.7924,20170627000000,0.045,481
963,51.4679,-117.5258,20170710000000,0.040,482
969,51.7268,-117.7167,20170710000000,0.100,483
1103,51.7811,-117.4578,20170715000000,0.010,484
1114,51.8334,-117.8293,20170715000000,0.009,485
1124,51.2459,-116.7512,20170715000000,0.020,486
1132,51.6314,-116.7093,20170716000000,1.600,487
1136,51.8177,-118.5814,20170716000000,2.100,488
1141,51.8062,-118.6445,20170716000000,0.100,489
1172,51.4466,-117.5542,20170710000000,1189.000,490
1193,51.4636,-118.1469,20170719000000,0.015,491
1210,51.2644,-116.6880,20170720000000,0.020,492
1221,51.8873,-117.9421,20170720000000,1.500,493
1226,51.6296,-118.1946,20170720000000,0.700,494
1237,50.9514,-118.2737,20170720000000,0.009,495
1242,51.0931,-118.2712,20170720000000,0.009,496
1252,51.8201,-117.3792,20170721000000,0.020,497
1311,51.3850,-116.9968,20170723000000,0.009,498
1314,51.0496,-118.2130,20170723000000,0.020,499
1318,51.3483,-118.4070,20170724000000,0.010,500
1328,51.5850,-118.6222,20170724000000,0.005,501
1369,51.4548,-117.9753,20170726000000,168.000,502
173,49.5969,-117.5265,20170527000000,2.400,503
294,49.2665,-117.9667,20170608000000,1.640,504
340,49.9210,-117.4093,20170621000000,0.001,505
399,50.1453,-117.8644,20170626000000,0.100,506
415,50.2642,-117.7226,20170626000000,0.400,507
419,50.0129,-117.3382,20170626000000,4.000,508
426,50.1225,-117.7329,20170627000000,0.004,509
435,49.8860,-117.8317,20170627000000,25.000,510
488,50.0278,-117.5051,20170701000000,0.005,511
497,49.1094,-117.7033,20170702000000,0.076,512
522,49.1428,-117.2017,20170702000000,0.500,513
533,49.9187,-117.3573,20170702000000,0.400,514
620,49.3635,-117.9333,20170706000000,0.010,515
789,49.7908,-117.7873,20170707000000,1.070,516
968,49.9705,-117.8186,20170710000000,0.200,517
971,49.0075,-117.5996,20170710000000,2.000,518
975,49.9854,-117.7355,20170710000000,0.009,519
979,50.3130,-117.8313,20170710000000,0.200,520
981,50.3400,-117.8284,20170710000000,0.250,521
984,50.3081,-117.8314,20170710000000,0.010,522
985,50.3255,-117.7991,20170710000000,0.010,523
990,49.7067,-118.0697,20170710000000,0.010,524
995,50.6187,-117.5604,20170710000000,0.020,525
43,51.9897,-123.1615,20170421000000,8.000,784
60,51.9487,-123.1342,20170428000000,0.400,785
65,52.0768,-123.2633,20170430000000,0.000,786
68,52.0300,-123.1867,20170501000000,0.400,787
74,51.9389,-123.1428,20170503000000,0.600,788
114,51.4209,-124.0943,20170519000000,0.140,789
228,52.3298,-125.1545,20170531000000,0.009,790
254,52.0250,-123.1533,20170605000000,2.000,791
366,52.1128,-124.0629,20170624000000,0.100,792
373,51.9409,-124.9208,20170625000000,3.300,793
579,52.0122,-123.1659,20170704000000,0.009,794
647,51.9440,-123.1686,20170707000000,134446.800,795
649,52.4854,-123.0833,20170707000000,0.009,796
660,51.9568,-125.0382,20170707000000,3.000,797
689,52.0415,-123.0463,20170707000000,0.600,798
690,52.0045,-123.0673,20170707000000,2.000,799
692,52.0400,-123.1011,20170707000000,1.000,800
742,51.9582,-125.0153,20170707000000,0.009,801
744,51.9608,-125.0160,20170707000000,5318.200,802
745,51.9870,-125.0915,20170707000000,0.009,803
746,52.0433,-124.9460,20170707000000,0.009,804
762,52.3324,-124.0474,20170707000000,0.009,805
782,52.4450,-124.0565,20170707000000,303.600,806
783,52.4587,-123.9525,20170707000000,3.000,807
785,52.4977,-123.1268,20170707000000,0.009,808
786,52.4729,-123.3449,20170707000000,10574.800,809
796,51.9608,-125.0988,20170708000000,50.000,810
797,51.9582,-125.0153,20170708000000,5.000,811
804,51.9870,-125.0915,20170708000000,0.009,812
805,52.0433,-124.9460,20170708000000,0.009,813
807,52.0367,-123.0228,20170708000000,0.000,814
838,52.0243,-125.0668,20170708000000,0.009,815
875,52.1901,-124.9830,20170708000000,0.100,816
918,52.3973,-124.7241,20170709000000,92.300,817
934,51.8070,-125.1648,20170709000000,3430.800,818
952,52.3979,-124.0268,20170709000000,10945.500,819
1047,52.1578,-123.0230,20170712000000,2.500,820
1171,52.5083,-124.3867,20170718000000,605.400,821
1273,52.4155,-125.4911,20170722000000,0.009,822
1274,52.6791,-124.0826,20170722000000,2485.800,823
1334,52.1425,-125.0474,20170725000000,0.009,824
1094,50.4260,-116.9068,20170714000000,0.200,593
1142,49.1654,-116.4245,20170716000000,0.015,594
1148,49.4114,-117.4073,20170716000000,0.010,595
1191,49.2419,-116.2968,20170719000000,3.600,596
1223,50.5576,-117.0427,20170720000000,0.250,597
1260,50.5864,-117.3866,20170721000000,0.009,598
1291,49.2585,-116.3687,20170719000000,0.020,599
1298,49.2110,-116.2451,20170723000000,1.140,600
1320,50.4227,-117.2008,20170724000000,34.000,601
1329,49.5071,-116.7822,20170724000000,1.500,602
1354,50.4621,-117.1504,20170725000000,0.150,603
1373,49.4852,-117.4255,20170726000000,0.100,604
1382,49.5290,-117.0287,20170727000000,80.000,605
1390,50.3194,-117.1153,20170727000000,0.100,606
1392,50.6049,-117.2274,20170727000000,20.000,607
1395,49.8586,-117.1279,20170727000000,1.600,608
1426,50.5110,-117.2033,20170729000000,0.024,609
1445,49.9285,-116.6674,20170730000000,0.500,610
50,52.6167,-122.4574,20170424000000,0.009,611
93,52.5641,-122.5001,20170507000000,1.100,612
116,52.5078,-122.4561,20170520000000,0.600,613
230,53.0266,-122.3099,20170530000000,0.009,614
231,52.9316,-122.5065,20170601000000,0.009,615
248,53.1680,-123.0337,20170604000000,132.200,616
306,53.3221,-124.0178,20170611000000,0.400,617
309,52.4714,-122.4336,20170611000000,0.009,618
418,52.9440,-120.8895,20170626000000,1.000,619
422,52.9543,-120.8400,20170626000000,0.200,620
424,53.2182,-123.5115,20170627000000,0.009,621
598,52.9928,-124.7283,20170704000000,0.009,622
650,52.8911,-122.2747,20170707000000,0.000,623
658,52.9212,-122.2789,20170707000000,0.009,624
682,52.6694,-122.4601,20170707000000,0.000,625
683,52.8671,-122.3718,20170707000000,553.800,626
695,52.6930,-122.5015,20170707000000,0.0,627
696,52.6802,-122.4877,20170707000000,0.000,628
697,52.6670,-122.4847,20170707000000,0.0,629
699,52.7297,-122.3572,20170707000000,0.000,630
701,52.6928,-122.5081,20170707000000,127.200,631
705,52.7288,-122.3569,20170707000000,0.060,632
739,52.4281,-122.5323,20170707000000,0.000,633
740,52.4804,-122.5869,20170707000000,5875.200,634
741,52.6663,-122.4827,20170707000000,100.000,635
743,52.6909,-122.5051,20170707000000,0.0,636
764,52.9342,-121.8674,20170707000000,95.000,637
765,52.9433,-121.8744,20170707000000,0.000,638
784,52.5034,-123.0847,20170707000000,52121.000,639
812,52.9840,-124.1431,20170708000000,23163.000,640
822,53.1212,-120.8496,20170708000000,587.000,641
830,53.0288,-124.3692,20170708000000,2525.500,642
831,53.0458,-124.3812,20170708000000,431.000,643
832,52.8851,-123.5254,20170708000000,0.500,644
888,52.6311,-122.4517,20170708000000,0.009,645
909,52.7942,-122.3020,20170709000000,0.000,646
919,52.7889,-121.6473,20170709000000,4.200,647
921,52.4323,-122.5596,20170709000000,3286.600,648
966,53.1790,-123.9645,20170710000000,259.900,649
967,53.1587,-124.0596,20170710000000,38.500,650
970,53.2276,-124.0378,20170710000000,2693.000,651
1010,52.8918,-124.0379,20170711000000,788.600,652
1014,52.8108,-124.0220,20170711000000,9055.300,653
1053,52.6502,-123.3388,20170713000000,1386.000,654
1054,52.6474,-123.3575,20170713000000,9.800,655
1058,53.3226,-124.0683,20170713000000,144.400,656
1081,53.1452,-120.8211,20170714000000,226.390,657
1085,53.1563,-122.3293,20170707000000,0.015,658
1089,52.6467,-123.3521,20170714000000,7.500,659
1138,52.5702,-122.5755,20170716000000,0.050,660
1139,52.9840,-122.3055,20170716000000,0.009,661
1159,53.0887,-124.1874,20170717000000,0.000,662
1198,52.7507,-124.6947,20170719000000,1.800,663
1361,52.7821,-124.1490,20170726000000,505.700,664
1362,52.7683,-124.1268,20170726000000,236.700,665
1386,52.9982,-122.4704,20170727000000,0.009,666
1433,53.1369,-123.4186,20170729000000,0.300,667
1449,52.9971,-122.3974,20170730000000,0.009,668
10,51.5273,-122.2801,20170405000000,0.009,669
13,51.9315,-122.9369,20170409000000,0.300,670
84,52.0184,-122.1589,20170505000000,0.009,671
87,52.2148,-122.0689,20170505000000,0.009,672
89,51.5345,-122.2744,20170505000000,0.100,673
105,52.0477,-122.2132,20170512000000,0.009,674
150,51.7224,-123.0211,20170523000000,0.130,675
226,51.5614,-122.3315,20170531000000,3.400,676
247,52.1917,-121.9948,20170604000000,2.000,677
308,52.1439,-122.1861,20170612000000,0.009,678
327,51.8632,-121.8783,20170617000000,0.009,679
338,52.1871,-121.9566,20170301000000,0.009,680
343,52.2715,-122.1165,20170621000000,0.009,681
347,52.0523,-122.0796,20170622000000,0.100,682
352,51.7428,-122.0000,20170623000000,25.900,683
388,51.9389,-121.8182,20170625000000,0.009,684
414,52.0217,-122.8912,20170626000000,41.800,685
464,52.0668,-121.9184,20170630000000,0.900,686
627,51.8250,-122.1076,20170706000000,0.900,687
645,52.1764,-121.8334,20170707000000,3730.600,688
648,52.2870,-121.9365,20170707000000,0.009,689
651,52.3517,-121.9732,20170707000000,0.009,690
685,52.3090,-122.2280,20170707000000,0.009,691
704,52.2757,-122.5458,20170707000000,0.090,692
708,52.1332,-122.0040,20170707000000,4121.700,693
713,52.1272,-122.0221,20170707000000,30.000,694
716,51.9793,-122.8121,20170707000000,7000.000,695
719,52.1979,-122.0202,20170707000000,0.000,696
720,52.2141,-122.0167,20170707000000,0.000,697
723,52.2178,-122.0404,20170707000000,2.100,698
724,52.2244,-122.0676,20170707000000,0.000,699
725,52.2421,-122.0841,20170707000000,2.100,700
726,52.2522,-122.0895,20170707000000,4.100,701
727,51.9972,-122.7288,20170707000000,150.000,702
728,52.2616,-122.0713,20170707000000,603.500,703
729,52.2086,-122.0553,20170707000000,12987.000,704
731,52.2712,-122.0725,20170707000000,0.000,705
732,52.2827,-122.0664,20170707000000,10.000,706
733,52.2938,-122.0149,20170707000000,0.000,707
734,52.2329,-122.0117,20170707000000,0.000,708
735,52.2280,-122.3404,20170707000000,12910.400,709
737,52.2418,-122.3969,20170707000000,4.100,710
738,52.3013,-122.2254,20170707000000,251.000,711
752,52.0581,-122.8154,20170707000000,2583.700,712
754,52.0264,-122.7763,20170707000000,4.000,713
757,52.0318,-122.7801,20170707000000,227.100,714
894,52.3488,-121.9707,20170708000000,13.800,715
898,52.4753,-121.8783,20170708000000,0.009,716
900,52.4702,-121.8744,20170708000000,0.100,717
901,52.4638,-121.8700,20170708000000,0.000,718
902,52.4334,-121.8375,20170708000000,4.200,719
905,52.4144,-121.8031,20170708000000,0.100,720
906,52.4075,-121.7870,20170708000000,45.000,721
1046,52.2859,-122.0646,20170712000000,30.200,722
1247,51.8571,-122.1467,20170721000000,0.100,723
1268,51.5290,-122.1579,20170721000000,2.000,724
1279,51.6899,-122.1325,20170722000000,0.030,725
481,52.7514,-120.8183,20170701000000,0.009,726
712,52.5887,-122.1155,20170707000000,0.0,727
761,52.5887,-122.1155,20170707000000,0.100,728
766,52.6892,-122.1357,20170707000000,0.009,729
870,52.4501,-121.7606,20170708000000,220.000,730
884,52.4511,-121.8112,20170708000000,38.800,731
885,52.4456,-121.7719,20170708000000,39.200,732
886,52.4410,-121.7644,20170708000000,69.600,733
887,52.4801,-121.7583,20170708000000,160.000,734
889,52.4978,-121.7972,20170708000000,0.009,735
891,52.5270,-121.7810,20170708000000,5.000,736
892,52.5243,-121.7586,20170708000000,108.900,737
896,52.5507,-121.8073,20170708000000,0.0,738
897,52.5114,-121.7313,20170708000000,32.500,739
1005,52.4050,-121.5461,20170711000000,196.500,740
1008,52.6125,-121.3395,20170711000000,1.500,741
1063,52.4489,-121.5408,20170713000000,0.009,742
1072,52.8572,-121.5633,20170713000000,60.000,743
1074,52.4980,-121.8338,20170713000000,0.400,744
1143,52.5833,-121.0500,20170716000000,0.009,745
1154,52.6151,-121.1894,20170717000000,150.900,746
1155,52.5972,-121.0609,20170717000000,0.300,747
1156,52.6002,-121.0390,20170717000000,4.000,748
1161,52.8067,-121.0575,20170717000000,326.100,749
1168,52.6106,-121.1898,20170718000000,100.000,750
1169,52.6117,-121.1722,20170718000000,190.900,751
1241,52.5035,-121.8114,20170720000000,0.009,752
1306,52.7988,-120.7082,20170723000000,0.400,753
1348,52.5668,-121.2063,20170725000000,0.800,754
1425,52.1589,-121.6256,20170729000000,2.000,755
115,51.2599,-121.9890,20170520000000,0.009,756
189,51.5046,-120.7130,20170529000000,0.000,757
302,51.2051,-121.5358,20170609000000,0.009,758
329,51.7574,-121.8364,20170618000000,12.700,759
334,51.7955,-121.6208,20170616000000,0.009,760
341,51.4816,-122.1174,20170620000000,0.009,761
349,51.8518,-121.3477,20170618000000,0.009,762
365,51.7854,-121.5053,20170623000000,0.009,763
465,51.9055,-121.7334,20170630000000,0.000,764
523,51.3762,-121.0541,20170702000000,0.200,765
584,51.5101,-120.7295,20170704000000,0.009,766
602,51.3729,-121.7091,20170705000000,0.009,767
621,51.6541,-121.3987,20170706000000,5710.800,768
1212,51.4814,-120.4504,20170720000000,0.040,769
1251,51.6514,-121.8766,20170721000000,0.080,770
1253,51.5960,-121.8316,20170721000000,0.400,771
1254,51.5728,-121.6947,20170721000000,0.060,772
1346,51.4055,-121.6595,20170725000000,1.400,773
1367,51.4018,-121.0593,20170726000000,40.900,774
3,51.9963,-123.1572,20170403000000,1.200,775
4,51.9366,-122.9876,20170403000000,0.009,776
7,52.0903,-123.2556,20170404000000,1.940,777
11,51.9370,-123.1421,20170406000000,8.700,778
14,51.9384,-123.0151,20170409000000,0.266,779
15,52.0113,-123.1633,20170409000000,0.400,780
17,51.9985,-123.1556,20170410000000,0.500,781
20,52.1001,-123.4028,20170411000000,0.840,782
34,51.9401,-123.0959,20170419000000,0.009,783